,x,y,command
1031,497.0519941344556,360.9290805391314,1
1032,498.58478877350564,365.6883389471714,1
1033,500.1175834125557,370.44759735521137,1
1034,501.6503780516057,375.2068557632513,1
1035,503.18317269065574,379.96611417129134,1
1036,504.7159673297058,384.72537257933135,1
1037,506.24876196875584,389.48463098737136,1
1038,507.7815566078059,394.2438893954114,1
1039,509.31435124685595,399.0031478034514,1
1040,510.847145885906,403.7624062114914,0
1041,512.379940524956,408.52166461953135,0
1042,513.9127351640061,413.28092302757136,0
1043,515.4455298030562,418.0401814356114,0
1044,516.9783244421062,422.7994398436514,0
1045,518.5111190811563,427.5586982516914,0
1046,520.0439137202062,432.3179566597314,0
1047,521.5767083592563,437.0772150677714,0
1048,523.1095029983063,441.83647347581143,0
1049,524.6422976373564,446.5957318838514,0
1050,526.1750922764064,451.3549902918914,1
1051,527.7078869154565,456.1142486999314,1
1052,529.2406815545065,460.8735071079714,1
1053,530.7734761935566,465.6327655160114,1
1054,532.3062708326065,470.3920239240514,1
1055,533.8390654716566,475.1512823320914,1
1056,535.3718601107066,479.9105407401314,1
1057,536.9046547497567,484.66979914817136,1
1058,537.9692355434033,487.9752746268308,1
1059,538.2277308582604,488.9408558593492,1
1060,538.4198232260616,489.92211641740647,0
1061,538.6905383738122,490.88434313350473,0
1062,539.0559634540848,491.8147363058263,0
1063,539.512447260271,492.7039997533404,0
1064,540.0554287570725,493.54324824963095,0
1065,540.6794826528594,494.3240963011416,0
1066,541.3783736073897,495.03874193225585,0
1067,542.1451185332683,495.6800446400579,0
1068,542.972056368648,496.24159673987793,0
1069,543.8509246240271,496.717787388759,0
1070,544.772941938313,497.10385864714516,1
1071,545.7288958192797,497.39595301864085,1
1072,546.7092346917451,497.5911519928396,1
1073,547.7041633337523,497.6875052061155,1
1074,548.7037407471901,497.6840499290115,1
1075,549.6979794849598,497.58082068551437,1
1076,550.6769454422451,497.37884890810204,1
1077,551.6308571148043,497.08015263201145,1
1078,552.5501833325261,496.6877163316974,1
1079,553.425738491732,496.20546110095046,1
1080,554.2487743346912,495.6382054746239,0
1081,555.0110673593205,494.9916172834261,0
1082,555.7050009856982,494.2721570228299,0
1083,556.3236416584135,493.4870133019373,0
1084,556.8608081243602,492.6440310172734,0
1085,557.3111331937741,491.7516329691736,0
1086,557.6701173674194,490.8187357039471,0
1087,557.9341737940971,489.8546604226931,0
1088,558.1006641092777,488.86903984694095,0
1089,558.1679247967659,487.8717219716808,0
1090,558.1352838100061,486.8726716674527,1
1091,558.0030672869481,485.8818711146545,1
1092,557.6027946048828,484.3745589896531,1
1093,556.0699999658327,479.6153005816131,1
1094,554.5372053267827,474.8560421735731,1
1095,553.0044106877326,470.0967837655331,1
1096,551.4716160486826,465.33752535749306,1
1097,549.9388214096325,460.57826694945305,1
1098,548.4060267705826,455.8190085414131,1
1099,546.8732321315325,451.0597501333731,1
1100,545.3404374924825,446.30049172533313,0
1101,543.8076428534324,441.5412333172931,0
1102,542.2748482143824,436.7819749092531,0
1103,540.7420535753323,432.0227165012131,0
1104,539.2092589362823,427.2634580931731,0
1105,537.6764642972322,422.5041996851331,0
1106,536.1436696581821,417.74494127709306,0
1107,534.6108750191321,412.98568286905305,0
1108,533.0780803800822,408.2264244610131,0
1109,531.5452857410321,403.4671660529731,0
1110,530.012491101982,398.7079076449331,1
1111,528.479696462932,393.94864923689306,1
1112,526.946901823882,389.18939082885305,1
1113,525.4141071848319,384.4301324208131,1
1114,523.8813125457818,379.6708740127731,1
1115,522.3485179067318,374.9116156047331,1
1116,520.8157232676817,370.15235719669306,1
1117,519.2829286286317,365.39309878865305,1
1118,517.7501339895817,360.6338403806131,1
